paper_id,cluster
9612131,2
9702014,2
9702154,2
9509146,2
9606133,2
9610154,2
9701165,2
9701175,2
9703007,2
9703148,2
9310035,2
9604178,2
9606176,2
9607019,2
9607057,2
9607229,2
9608053,2
9611050,2
9612126,2
9702038,2
9605030,2
9609159,2
9610140,2
9703098,2
9703167,2
9609111,2
9701129,2
9702061,2
9610076,2
9611063,2
9611201,2
9612085,2
9702180,2
9703100,2
9703110,2
9703210,2
9704043,2
9704044,2
9704061,2
9704104,2
9704170,2
9705004,2
9609176,2
9610043,2
9705113,2
9705175,2
9706155,2
9506052,2
9601003,2
9602077,2
9702136,2
9704089,2
9705162,2
9705212,2
9706117,2
9706144,2
9706207,2
9605033,2
9609017,2
9610234,2
9710206,2
9406091,2
9609167,2
9611172,2
9702199,2
9705174,2
9705210,2
9709178,2
9709193,2
9710021,2
9710031,2
9711013,2
9611092,2
9309124,2
9703157,2
9707123,2
9708118,2
9711201,2
9512043,2
9709180,2
9712023,2
9801057,2
9802093,2
9711162,2
9711165,2
9805189,2
9403040,2
9511194,2
9604091,2
9604156,2
9612215,2
9704006,2
9708147,2
9803194,2
9805019,2
9805112,2
9805170,2
9806155,2
9807138,2
9807235,2
9808141,2
9809111,2
9810163,2
9402119,2
9610162,2
9706110,2
9706226,2
9801139,2
9802202,2
9803224,2
9804176,2
9807096,2
9602154,2
9405012,2
9403096,2
9403187,2
9508091,2
9610151,2
9706195,2
9707013,2
9707044,2
9801009,2
9806140,2
9812170,2
9901126,2
9901137,2
9610148,2
9610249,2
9611159,2
9611173,2
9612080,2
9709027,2
9711098,2
9711200,2
9712086,2
9812135,2
9901042,2
9902160,2
9903123,2
9904207,2
9905006,2
9905080,2
9905195,2
9907061,2
9908091,2
9908126,2
9403123,2
9605201,2
9803205,2
9807040,2
9902098,2
9903031,2
9904104,2
9905032,2
9907189,2
9907200,2
9908041,2
9212115,2
9511169,2
9810157,2
9810064,2
9903224,2
9907178,2
9908142,2
9909101,2
9904115,2
9910216,2
1002,2
9201007,2
9204031,2
9210123,2
9304062,2
9306005,2
9402089,2
9604090,2
9803235,2
9807051,2
9809015,2
9810063,2
9812035,2
9902125,2
9902155,2
9904017,2
9905012,2
9905210,2
9906064,2
9906194,2
9907070,2
9907209,2
9908076,2
9908116,2
9908186,2
9909001,2
9909041,2
9909053,2
9909058,2
9909121,2
9909134,2
9910149,2
9910219,2
9912012,2
9912118,2
9912132,2
9912187,2
9202037,2
9206004,2
9209116,2
9202014,2
9203083,2
9212020,2
9307049,2
9309089,2
9402085,2
9403058,2
9405124,2
9409119,2
9411170,2
9501073,2
9503114,2
9510097,2
9511131,2
9512031,2
9512127,2
9601075,2
9602126,2
9603074,2
9511203,2
9601150,2
9605136,2
9606036,2
9608019,2
9608173,2
9609209,2
9611134,2
9611196,2
9701048,2
9704177,2
9706171,2
9707143,2
9707208,2
9707223,2
9708031,2
9709043,2
9709049,2
9709214,2
9710208,2
9711080,2
9711197,2
9712214,2
9801030,2
9801087,2
9801123,2
9801204,2
9802111,2
9802148,2
9504019,2
9607011,2
9607043,2
9611079,2
9704186,2
9707207,2
9710244,2
9801160,2
9802030,2
9803084,2
9803116,2
9803156,2
9803239,2
9803259,2
9805012,2
9805032,2
9805167,2
9204099,2
9308131,2
9310159,2
9512222,2
9706174,2
9706192,2
9711161,2
9803090,2
9805087,2
9806195,2
9807137,2
9807187,2
9808016,2
9808097,2
9808149,2
9607060,2
9608125,2
9611014,2
9705024,2
9711048,2
9802109,2
9802150,2
9802203,2
9803171,2
9804170,2
9806074,2
9807090,2
9807097,2
9807098,2
9808006,2
9808162,2
9809067,2
9809122,2
9809179,2
9810051,2
9508072,2
9601023,2
9602111,2
9602136,2
9802183,2
9806087,2
9807080,2
9807087,2
9807164,2
9809192,2
9810126,2
9810206,2
9811149,2
9603133,2
9803001,2
9803002,2
9803137,2
9805114,2
9805129,2
9809022,2
9811035,2
9811156,2
9811208,2
9812017,2
9812089,2
9812144,2
9901041,2
9901101,2
9902012,2
9902074,2
9702076,2
9803023,2
9803131,2
9805140,2
9806021,2
9806171,2
9503121,2
9507170,2
9708042,2
9802042,2
9803015,2
9803060,2
9803251,2
9805015,2
9805082,2
9807046,2
9807226,2
9809009,2
9811097,2
9811230,2
9812092,2
9812238,2
9901109,2
9901134,2
9902129,2
9903026,2
9903059,2
9711027,2
9806022,2
9809124,2
9811141,2
9902071,2
9310151,2
9607164,2
9611213,2
9801206,2
9805157,2
9809147,2
9810155,2
9811089,2
9811193,2
9812093,2
9812118,2
9812163,2
9903019,2
9903225,2
9904021,2
9905096,2
9905111,2
9910093,2
9612146,2
9708005,2
9711035,2
9805104,2
9810186,2
9810227,2
9811120,2
9902170,2
9902195,2
9903109,2
9903132,2
9905075,2
9905104,2
9906030,2
9906201,2
9603090,2
9603100,2
9606049,2
9607108,2
9702103,2
9702165,2
9704142,2
9705169,2
9801161,2
9806051,2
9807014,2
9811133,2
9812032,2
9901149,2
9903214,2
9903269,2
9904036,2
9905134,2
9905139,2
9905143,2
9907006,2
9905221,2
9906182,2
9808117,2
9811167,2
9901056,2
9906204,2
9906224,2
9907204,2
9908104,2
9703040,2
9704189,2
9908175,2
9908196,2
9808122,2
9209117,2
9909047,2
9804006,2
9902208,2
9905148,2
9906168,2
9906221,2
9909070,2
1033,1
2226,3
9702056,2
9907080,2
9908174,2
9909076,2
9910132,2
9911055,2
9808032,2
9903238,2
9906040,2
9908047,2
9910081,2
9909103,2
9806217,2
9903190,2
9903241,2
9301052,2
9612014,2
9705223,2
9909130,2
9909205,2
9911043,2
9912001,2
9912233,2
9405029,2
9705117,2
9902067,2
9903091,2
9905081,2
9908110,2
9910252,2
9911040,2
9911161,2
9911199,2
1003,2
9912242,2
9909127,2
9910269,2
9912160,2
1004,2
9810131,2
1005,2
9311183,2
9506135,2
9601078,2
9603097,2
9611194,2
9712257,2
9805026,2
9811178,2
9901099,2
9902132,2
9904145,2
9908025,2
9908036,2
9908040,2
9909030,2
9909114,2
9909140,2
9909163,2
9910148,2
9912239,2
208020,0
9307107,2
9306145,2
9309093,2
9410010,2
9509105,2
9409165,2
9410209,2
9503207,2
9506014,2
9511043,2
9411134,2
9506186,2
9610192,2
9611124,2
9309105,2
9509171,2
9605042,2
9611064,2
9612148,2
9701190,2
9702037,2
9702194,2
9702195,2
9706057,2
9707068,2
9708040,2
9708141,2
9708166,2
9711029,2
9711069,2
9712186,2
9305010,2
9712197,2
9807142,2
9809097,2
9604128,2
9607174,2
9609128,2
9612010,2
9612011,2
9612012,2
9709216,2
9806174,2
9808042,2
9810022,2
9810087,2
9806121,2
9811211,2
9609112,2
9803101,2
9812193,2
9903139,2
9311168,2
9412109,2
9606177,2
9609124,2
9612078,2
9712230,2
9905038,2
9905078,2
9204036,2
9205040,2
9211130,2
9212060,2
9301026,2
9304009,2
9306002,2
9404108,2
9404185,2
9405019,2
9510175,2
9512218,2
9611071,2
9805023,2
9811237,2
9812110,2
9904100,2
9310187,2
9401042,2
9402039,2
9403066,2
9505175,2
9510177,2
9610066,2
9706132,2
9711005,2
9801195,2
9802052,2
9802069,2
9803031,2
9803067,2
9804188,2
9806194,2
9810072,2
9812046,2
9812219,2
9903205,2
9903219,2
9906200,2
9906215,2
9907114,2
9907183,2
9908046,2
9909025,2
9509080,2
9806131,2
9312182,2
9608116,2
9805006,2
9901122,2
9909072,2
9909164,2
9206032,2
9603104,2
9701061,2
9708120,2
9908034,2
9910079,2
9404101,2
1006,2
9910243,2
9501063,2
9511002,2
9805093,2
1007,2
9405171,2
9807069,2
9901148,2
9911150,2
9610193,2
9705176,2
9310194,2
9704005,2
9711138,2
9712251,2
9802076,2
9804085,2
9805178,2
9806026,2
9806065,2
9809021,2
9810145,2
9811162,2
9812013,2
9812056,2
9901050,2
9506187,2
9605159,2
9702025,2
9710180,2
9712130,2
9806089,2
9905228,2
9906165,2
9909112,2
9911101,2
1008,2
9301008,2
9301014,2
9303112,2
9409139,2
9507046,2
9202013,2
9202057,2
9212147,2
9303068,2
9310104,2
9311011,2
9205074,2
9401036,2
1009,2
9610215,2
1010,7
9608174,2
9706225,2
9808157,2
9901128,2
9505176,2
9510023,2
9601007,2
9602073,2
9501096,2
9506002,2
9606082,2
9608169,2
9611043,2
9612143,2
9612182,2
9702106,2
9704167,2
9705127,2
9705138,2
9602135,2
9604166,2
9612231,2
9704029,2
9704197,2
9705190,2
9708036,2
9709072,2
9710151,2
9712239,2
9804009,2
9804058,2
9807033,2
9808119,2
9601085,2
9601097,2
9605069,2
9611075,2
9612115,2
9612127,2
9701093,2
9701125,2
9703228,2
9704011,2
9704114,2
9707079,2
9707093,2
9711107,2
9802116,2
9803117,2
9803265,2
9804035,2
9804123,2
9804199,2
9805105,2
9805145,2
9805162,2
9806004,2
9806216,2
9808041,2
9808061,2
9809130,2
9810243,2
9811047,2
9811060,2
9812038,2
1011,7
9703038,2
9703078,2
9708039,2
9710231,2
9712072,2
9804041,2
9804163,2
9805069,2
9902004,2
9907211,2
9908019,2
9909081,2
9909176,2
9508117,2
9508156,2
9509148,2
9308139,2
9405069,2
9409089,2
9512081,2
9611202,2
9611215,2
9612087,2
9612157,2
9612222,2
9612223,2
9701151,2
9701168,2
9702101,2
9702187,2
9608042,2
9611072,2
9701144,2
9611042,2
9701025,2
9703030,2
9705120,2
9705128,2
9706130,2
9707250,2
9204083,2
9511193,2
9602071,2
9602144,2
9603009,2
9603113,2
9604042,2
9604055,2
9604133,2
9604139,2
9606185,2
9607201,2
9608096,2
9608117,2
9610082,2
9610236,2
9611164,2
9612121,2
9612162,2
9612198,2
9702006,2
9702203,2
9703052,2
9703056,2
9703102,2
9703208,2
9703218,2
9704018,2
9704041,2
9704080,2
9704123,2
9704127,2
9704158,2
9705046,2
9705055,2
9705110,2
9705132,2
9705188,2
9706039,2
9706072,2
9706177,2
9706194,2
9706196,2
9707099,2
9707164,2
9707217,2
9707228,2
9707259,2
9708012,2
9708022,2
9708034,2
9708037,2
9708063,2
9708119,2
9709107,2
9709220,2
9710009,2
9710014,2
9710104,2
9710174,2
9710178,2
101093,2
9603053,2
9707179,2
9709042,2
9710153,2
9711122,2
9510134,2
9603109,2
9604089,2
9607112,2
9607149,2
9608108,2
9609026,2
9610172,2
9611125,2
9612051,2
9702015,2
9703031,2
9704112,2
9705057,2
9705192,2
9705221,2
9706100,2
9707158,2
9707188,2
9708099,2
9709091,2
9709099,2
9711002,2
9711037,2
9711053,2
9711072,2
9306069,2
9705091,2
9709108,2
9709114,2
9710217,2
9711063,2
9411021,2
9411100,2
9507074,2
9706168,2
9603089,2
9603186,2
9604013,2
9607051,2
9610024,2
9610062,2
9611060,2
9707002,2
9805018,2
9712201,2
9801147,2
9801170,2
9803044,2
9803166,2
9804120,2
9805034,2
9806099,2
9807198,2
9810099,2
9810116,2
9810185,2
9810219,2
9811159,2
9811213,2
9901008,2
9901077,2
9612205,2
9712185,2
9807060,2
9812184,2
9812239,2
9903210,2
9904095,2
9711179,2
9712047,2
9712084,2
9809039,2
9812139,2
9906161,2
9207011,2
9309028,2
9403050,2
9608177,2
9611065,2
9611233,2
9702008,2
9702111,2
9704037,2
9707190,2
9712117,2
9712206,2
9802068,2
9804001,2
9810147,2
9812172,2
9812180,2
9903077,2
9903107,2
9903187,2
9903239,2
9904064,2
9904132,2
9906192,2
9907008,2
9907166,2
9908052,2
9908056,2
9908105,2
9908134,2
9801182,2
9908141,2
1012,7
9205059,2
9206053,2
9302035,2
9403141,2
9405136,2
9506136,2
9507109,2
9702190,2
9911110,2
9204088,2
9206047,2
9208027,2
9205034,2
9211016,2
9212004,2
9305023,2
9305043,2
9311083,2
9208075,2
9401007,2
9403026,2
9306044,2
9406125,2
9604044,2
9611238,2
9811090,2
9811203,2
1013,7
9911234,2
9912276,2
9805067,2
9909048,2
9810123,2
9808138,2
9908018,2
9909199,2
9912182,2
9912018,2
1014,7
9502097,2
9606100,2
9803011,2
9806244,2
9807215,2
9903055,2
9903266,2
9904136,2
9511139,2
9612091,2
9702053,2
9705216,2
9411080,2
9511176,2
9606105,2
9710093,2
9803030,2
9803079,2
9805022,2
9807078,2
9903011,2
9710225,2
1015,7
9811016,2
9709229,2
9710069,2
9810165,2
1016,7
9607049,2
9808057,2
9906164,2
9907158,2
9911215,2
9301068,2
9404077,2
9505052,2
9604040,2
9606104,2
9705029,2
9605009,2
9308075,2
9712021,2
9712073,2
9802047,2
9802126,2
9302047,2
9307010,2
9804083,2
9303139,2
9702201,2
9805028,2
9804101,2
9805143,2
9806075,2
9808045,2
9806103,2
9806106,2
9610126,2
9803046,2
9806199,2
9807223,2
9805171,2
9808017,2
9901012,2
9901079,2
9901144,2
9902073,2
9902101,2
9902121,2
9903085,2
9612128,2
9706109,2
9711116,2
9803138,2
9808182,2
9811010,2
9811048,2
9901060,2
9709014,2
9804180,2
9807169,2
9810070,2
9812094,2
9901073,2
9904065,2
9904186,2
9905223,2
9906244,2
9601143,2
9906217,2
9812187,2
9909043,2
9910099,2
9908088,2
1017,7
9609035,2
9808129,2
9811053,2
9811077,2
9811171,2
9902140,2
9903223,2
9905215,2
9406160,2
9610113,2
9702089,2
9705151,2
9707009,2
9812090,2
9506026,2
9611228,2
9808127,2
9901037,2
9610101,2
9709109,2
9805153,2
9905127,2
1018,7
9603087,2
9604035,2
9604179,2
9609212,2
9701042,2
9801049,2
9802163,2
9906048,2
9911218,2
9912135,2
9912175,2
9508177,2
9512089,2
9512177,2
9601077,2
9508042,2
9510229,2
9601177,2
9602043,2
9603060,2
9603061,2
9603126,2
9603183,2
9302058,2
9511053,2
9603123,2
9511045,2
9604068,2
9604168,2
9604189,2
9606118,2
9609095,2
9604119,2
9605077,2
9609181,2
9612095,2
9612204,2
9612236,2
9305143,2
9702163,2
9702164,2
9705011,2
9705078,2
9710046,2
9711043,2
9711205,2
9712004,2
9712170,2
9504049,2
9511115,2
9604052,2
9606033,2
9608095,2
9609225,2
9611026,2
9611047,2
9611111,2
9612054,2
9612089,2
9701088,2
9701092,2
9702058,2
9702077,2
9702079,2
9702202,2
9704120,2
9704190,2
9705036,2
9705040,2
9706096,2
9710110,2
9710155,2
9711102,2
9712221,2
9801060,2
9802051,2
9802067,2
9605234,2
9705053,2
9712213,2
9804177,2
9805156,2
9809027,2
9809032,2
9812073,2
9808079,2
9806069,2
1113,1
9605051,2
9801165,2
9910021,2
1019,7
2049,3
9605022,2
9703097,2
9707253,2
9908101,2
9908149,2
9909210,2
9912176,2
9912223,2
9510221,2
9710101,2
9812059,2
9901011,2
9901086,2
9907192,2
9311060,2
9406048,2
9503023,2
9506042,2
9508082,2
9508086,2
9703187,2
9608070,2
9707122,2
9806193,2
9810062,2
9811015,2
9412055,2
9506061,2
9608071,2
9609195,2
9701022,2
9702007,2
9703089,2
9705101,2
9707073,2
9707083,2
9707168,2
9711159,2
9801129,2
9802149,2
9807121,2
9811054,2
9811174,2
9811219,2
9812060,2
9905204,2
9906228,2
9607186,2
9810065,2
9601019,2
9711168,2
9809199,2
9906043,2
9910097,2
1020,1
9805177,2
1021,1
9406206,2
9505186,2
9604136,2
9606187,2
9609198,2
9701178,2
9704157,2
9705105,2
9705193,2
9801102,2
9806068,2
9906007,2
9912105,2
9303016,2
9308112,2
9308154,2
9309039,2
9401147,2
9403155,2
9403191,2
9406082,2
9411102,2
9504108,2
9204024,2
9601091,2
9410237,2
9401006,2
9407044,2
9503045,2
9308124,2
9311117,2
9408060,2
9410104,2
9502065,2
9504070,2
9504148,2
9507112,2
9510028,2
9510034,2
9610032,2
9311012,2
9401025,2
9402016,2
9406067,2
9409060,2
9507022,2
9610131,2
9611039,2
9410162,2
9412228,2
9508153,2
9606109,2
9612196,2
9703081,2
9706218,2
9710166,2
9712137,2
9208026,2
9502122,2
9503226,2
9506132,2
9509095,2
9509123,2
9512025,2
9512040,2
9602179,2
9704137,2
9803019,2
9307101,2
9508141,2
9805185,2
9708110,2
1022,1
9311055,2
9802096,2
9902115,2
9202038,2
9508049,2
9702118,2
9805128,2
9211035,2
9306027,2
9403056,2
9403116,2
9406034,2
9408091,2
9411062,2
9612194,2
9701027,2
9705052,2
9705124,2
9706102,2
9709035,2
9712066,2
9712144,2
9807017,2
1023,1
9512044,2
9612084,2
9706031,2
9908073,2
9910131,2
9912113,2
9501049,2
9306009,2
9309034,2
9311147,2
9405067,2
9412167,2
9510144,2
9602085,2
9602119,2
9603115,2
9604045,2
9609139,2
9610153,2
9610230,2
9611040,2
9207103,2
9301067,2
9305116,2
9312153,2
9405107,2
9412059,2
9305163,2
9202074,2
9205090,2
9301062,2
9304164,2
9409167,2
9505027,2
9801022,2
9804185,2
9808192,2
9907154,2
9301019,2
9305020,2
9505128,2
9602016,2
9603117,2
9702027,2
9707023,2
9809102,2
9809182,2
9812189,2
9906248,2
9908115,2
9908157,2
9909022,2
9911080,2
1024,1
9301050,2
9512153,2
9606139,2
9704057,2
9710129,2
9811022,2
9812074,2
9904109,2
9905196,2
9905217,2
9907066,2
9909007,2
9909015,2
9909098,2
9910095,2
9912081,2
9912226,2
9212029,2
9301035,2
9506106,2
9507160,2
9508058,2
9511162,2
9512012,2
9307050,2
9605049,2
9607007,2
9205115,2
9501069,2
9607185,2
9608017,2
9612008,2
9612119,2
9703060,2
9703123,2
9703214,2
9704009,2
9307066,2
9406015,2
9708074,2
9709065,2
9206026,2
9405113,2
9501113,2
9609086,2
9701011,2
9705160,2
9708003,2
9709002,2
9710007,2
9711128,2
9712017,2
9804011,2
9201020,2
9409117,2
9609107,2
9611024,2
9611193,2
9703010,2
9811101,2
9812161,2
9811084,2
9710120,2
9711083,2
9711099,2
9801166,2
9807140,2
9812116,2
9901032,2
9711130,2
9701117,2
9711127,2
9805148,2
9606136,2
9607058,2
9706089,2
9706141,2
9707192,2
9710222,2
9802033,2
9803142,2
9806056,2
9807166,2
9902134,2
9906243,2
9907206,2
9910050,2
9803163,2
9803216,2
9803260,2
9805073,2
9811021,2
9812224,2
9408155,2
9706217,2
9811195,2
9905165,2
9908090,2
9910057,2
9308052,2
9801090,2
9806146,2
9807127,2
9808069,2
9801142,2
9912015,2
9710033,2
9904097,2
9907170,2
1025,1
9203079,2
9308005,2
9612181,2
9804131,2
9807056,2
9907013,2
9908135,2
9910170,2
9912279,2
9202054,2
9201014,2
9202039,2
9203071,2
9206084,2
9207004,2
9207094,2
9208035,2
9209085,2
9211040,2
9212149,2
9302048,2
9303046,2
9304087,2
9305079,2
9306122,2
9211119,2
9304034,2
9307151,2
9205051,2
9206016,2
9302109,2
9412158,2
9305083,2
9503030,2
9407025,2
9311049,2
9407190,2
9604041,2
9211072,2
9310026,2
9404025,2
9512046,2
9607026,2
9607078,2
9608014,2
9608145,2
9608154,2
9310003,2
9510016,2
9612214,2
9702173,2
9702184,2
9707174,2
9710063,2
9511173,2
9611023,2
9701137,2
9702093,2
9705130,2
9706186,2
9710049,2
9710246,2
9711112,2
9804066,2
9602014,2
9701163,2
9707087,2
9707203,2
9608015,2
9610105,2
9610155,2
9612076,2
9701054,2
9702168,2
9703156,2
9704095,2
9706097,2
9708025,2
9708065,2
9708103,2
9709113,2
9711067,2
9712189,2
9712215,2
9801081,2
9802147,2
9803072,2
9806030,2
9202085,2
9311092,2
9402113,2
9503014,2
9510008,2
9704151,2
9808080,2
9902105,2
9902120,2
9611165,2
9712223,2
9810254,2
9710006,2
9712048,2
9809072,2
9807076,2
9812031,2
9907026,2
9707214,2
9711090,2
9711124,2
9901146,2
9906242,2
9907131,2
9609122,2
9806016,2
9908107,2
9912086,2
1026,1
9310144,2
9312059,2
9405110,2
9411163,2
9910178,2
9201036,2
9206063,2
209014,0
9201021,2
9203056,2
9203077,2
9205030,2
9205071,2
9207001,2
9209118,2
9210010,2
9210017,2
9211054,2
9301021,2
9304012,2
9307025,2
9212003,2
9302026,2
9308002,2
9312003,2
9403121,2
9201017,2
9201041,2
9202021,2
9204044,2
9204065,2
9205018,2
9205088,2
9206061,2
9206097,2
9207067,2
9208047,2
9209007,2
9209037,2
9210026,2
9210115,2
9211096,2
9211107,2
9212072,2
9301103,2
9301122,2
9302020,2
9303027,2
9303136,2
9303167,2
9304057,2
9304061,2
9305026,2
9305087,2
9306101,2
9306147,2
9307088,2
9308001,2
9308076,2
9309011,2
9309027,2
9309085,2
9310080,2
9310126,2
9310166,2
9311157,2
9312185,2
9312206,2
9401148,2
9401161,2
9403143,2
9404170,2
9405109,2
9405112,2
9502010,2
9710176,2
9807155,2
1027,1
9802085,2
9908038,2
9910004,2
9910091,2
9911041,2
9911098,2
9912072,2
9912075,2
9912094,2
9912167,2
9604171,2
9610041,2
9712168,2
9611103,2
9704017,2
9704098,2
9708123,2
9709098,2
9711073,2
9712179,2
9801084,2
9801085,2
9510083,2
9602115,2
9902037,2
9810179,2
9901080,2
9902051,2
9410223,2
9411030,2
9502025,2
9601092,2
9712095,2
9812208,2
9902022,2
9701139,2
9706187,2
9707162,2
9708029,2
9801051,2
9801184,2
9802082,2
9802164,2
9803088,2
9805212,2
9806096,2
9810004,2
9810035,2
9810237,2
9811220,2
9812008,2
9812177,2
9902087,2
9902113,2
9902200,2
9903037,2
9903050,2
9903165,2
9903217,2
9904122,2
9209003,2
9307087,2
9508111,2
9610248,2
9908152,2
9911137,2
9912036,2
9812063,2
9909215,2
9910138,2
1028,1
9706175,2
9712195,2
9802162,2
9809070,2
9812136,2
9910055,2
9611205,2
9704087,2
9704145,2
9705056,2
9706025,2
9707018,2
9707126,2
9707134,2
9707222,2
9709058,2
9709116,2
9710023,2
9307001,2
9311026,2
9408014,2
9502156,2
9508135,2
9512084,2
9606067,2
9607141,2
9611045,2
9611127,2
9509158,2
9709063,2
9709199,2
9801110,2
9801183,2
9801189,2
9802088,2
9805091,2
9806081,2
9806082,2
9808188,2
9712164,2
9804023,2
9809163,2
9905050,2
9907155,2
9910056,2
1029,1
9209101,2
9611007,2
9712035,2
9811194,2
9812028,2
9812209,2
9907134,2
9907164,2
9509070,2
9201054,2
9401070,2
9510200,2
9511159,2
9512121,2
9512191,2
9512203,2
9601057,2
9601098,2
9604070,2
9608061,2
9705074,2
9705084,2
9706142,2
9710218,2
9710247,2
9704129,2
9708137,2
9303017,2
9312159,2
9608005,2
9708130,2
9709004,2
9709123,2
9710016,2
9801205,2
9804014,2
9601151,2
9712166,2
9807111,2
9501053,2
9604103,2
9709030,2
9806230,2
9608186,2
9705031,2
9709013,2
9710116,2
9801067,2
9802168,2
9802189,2
9804210,2
9805076,2
9805220,2
9807117,2
9809026,2
9406175,2
9411188,2
9705237,2
9805131,2
9811228,2
9709010,2
9902179,2
9903215,2
9811064,2
1030,1
9406173,2
9612009,2
